time,ground_truth,imputed
2017-03-14 05:55:00,68.3,66.38931404680868
2017-03-14 06:00:00,66.5,66.51839735936753
2017-03-14 06:05:00,64.6,66.29504462515742
2017-03-14 06:10:00,65.0,65.77298844607259
2017-03-14 06:15:00,64.2,66.19219990177521
2017-03-14 06:20:00,63.6,64.55180009953244
2017-03-14 06:25:00,63.1,64.73844711126476
2017-03-14 06:30:00,62.4,64.23989296683075
2017-03-14 06:35:00,61.6,65.22946476160816
2017-03-14 06:40:00,63.1,65.90920822481795
2017-03-14 06:45:00,64.0,65.16795137980834
2017-03-14 06:50:00,64.1,64.81121977648414
2017-03-14 06:55:00,63.0,64.65339928148596
2017-03-14 07:00:00,63.7,64.15368300065067
2017-03-14 07:05:00,63.6,63.84304986986097
2017-03-14 07:10:00,63.2,64.11966797969785
2017-03-14 07:15:00,63.0,64.88380586742412
2017-03-14 07:20:00,65.1,64.7679649805723
2017-03-14 07:25:00,65.7,63.7761246481055
2017-03-14 07:30:00,65.6,64.73044101919974
2017-03-14 07:35:00,64.7,62.63584649094273
2017-03-14 07:40:00,62.4,63.818115324217594
2017-03-14 07:45:00,64.3,64.21723842212698
2017-03-14 07:50:00,64.8,66.46753610401029
2017-03-14 07:55:00,66.1,66.37656572671445
2017-03-14 08:00:00,66.0,66.93971647197202
2017-03-14 08:05:00,65.9,65.96976857571183
2017-03-14 08:10:00,65.6,67.14803456059641
2017-03-14 08:15:00,66.1,66.51534971594789
2017-03-14 08:20:00,65.8,67.33850160164226
2017-03-14 08:25:00,66.9,66.87563492683923
2017-03-14 08:30:00,66.7,65.74465959251165
2017-03-14 08:35:00,66.2,64.98343337034038
2017-03-14 08:40:00,66.8,62.62733048188533
2017-03-14 08:45:00,65.6,60.36975225261882
2017-03-14 08:50:00,65.6,59.464149259783035
2017-03-14 08:55:00,64.8,59.78842948877663
2017-03-14 09:00:00,65.1,60.43886043297156
2017-03-14 09:05:00,64.5,58.96940061795753
2017-03-14 09:10:00,63.9,60.20078414206956
2017-03-14 09:15:00,64.0,59.5363449084678
2017-03-14 09:20:00,64.5,58.45669390527775
2017-03-14 09:25:00,63.3,58.73032524550649
2017-03-14 09:30:00,62.3,60.33187036114037
2017-03-14 09:35:00,63.7,61.36979177362411
2017-03-14 09:40:00,62.9,62.752821053712516
2017-03-14 09:45:00,63.2,64.14310242070083
2017-03-14 09:50:00,63.4,64.85543076557782
2017-03-14 09:55:00,64.5,64.45262045394361
2017-03-14 10:00:00,63.7,65.147180760985
2017-03-14 10:05:00,63.2,64.75530283249694
2017-03-14 10:10:00,63.8,63.285542601270336
2017-03-14 10:15:00,63.4,63.33135903832107
2017-03-14 10:20:00,62.7,64.17781235178747
2017-03-14 10:25:00,63.5,64.58878568342931
2017-03-14 10:30:00,62.9,62.487090561053265
2017-03-14 10:35:00,62.4,63.768989170130205
2017-03-14 10:40:00,63.1,63.262185636027446
2017-03-14 10:45:00,63.0,63.04208273325372
2017-03-14 10:50:00,63.5,64.37725235076142
2017-03-14 10:55:00,64.2,64.7975045905268
2017-03-14 11:00:00,65.0,64.60666479620667
2017-03-14 11:05:00,65.7,64.23299960060572
2017-03-14 11:10:00,66.0,64.39466779483175
2017-03-14 11:15:00,65.8,64.80776419947058
2017-03-14 11:20:00,66.0,65.03440135250997
2017-03-14 11:25:00,66.1,65.6591809026385
2017-03-14 11:30:00,65.5,64.60485953193981
2017-03-14 11:35:00,64.4,65.15225265627907
2017-03-14 11:40:00,65.8,64.05014554119936
2017-03-14 11:45:00,64.1,63.56563328535384
2017-03-14 11:50:00,64.5,64.27078444974183
2017-03-14 11:55:00,65.4,64.24315643558205
2017-03-14 12:00:00,64.8,63.637996238199094
2017-03-14 12:05:00,66.4,64.27659750345506
2017-03-14 12:10:00,65.4,63.640588909170475
2017-03-14 12:15:00,64.8,63.96669307962309
2017-03-14 12:20:00,65.0,64.13678103113315
2017-03-14 12:25:00,65.5,64.73971399805593
2017-03-14 12:30:00,66.4,65.96727195887156
2017-03-14 12:35:00,67.5,65.10440070174592
2017-03-14 12:40:00,66.0,65.15561455086844
2017-03-14 12:45:00,64.7,64.43215776173814
2017-03-14 12:50:00,65.5,65.04240863042845
2017-03-14 12:55:00,66.9,65.33719796828098
2017-03-14 13:00:00,67.5,65.35802867034684
2017-03-14 13:05:00,66.4,65.72651129099646
2017-03-14 13:10:00,65.6,64.00175165163012
2017-03-14 13:15:00,64.8,64.63725388648272
2017-03-14 13:20:00,66.5,64.67986753095141
2017-03-14 13:25:00,65.6,64.88846271400345
2017-03-14 13:30:00,66.8,65.42091566575017
2017-03-14 13:35:00,66.3,64.77797002630439
2017-03-14 13:40:00,66.2,65.20076789818681
2017-03-14 13:45:00,67.0,63.88217038528954
2017-03-14 13:50:00,66.0,64.30781865363099
2017-03-14 13:55:00,66.2,64.51040353600916
2017-03-14 14:00:00,65.9,63.74081309402474
2017-03-14 14:05:00,65.4,63.4086077074655
2017-03-14 14:10:00,65.4,64.28711483788648
2017-03-14 14:15:00,65.8,64.41816469078418
2017-03-14 14:20:00,66.5,64.18179108782383
2017-03-14 14:25:00,66.0,64.25577786935493
2017-03-14 14:30:00,66.3,62.67449009563385
2017-03-14 14:35:00,66.6,60.51774538226327
2017-03-14 14:40:00,62.7,58.46657898216705
2017-03-14 14:45:00,49.4,49.32205790083605
2017-03-14 14:50:00,39.6,50.862147148563444
2017-03-14 14:55:00,35.8,51.28455526993851
2017-03-14 15:00:00,31.0,50.7509457157734
2017-03-14 15:05:00,36.2,50.134607861218115
2017-03-14 15:10:00,36.9,46.61946938068566
2017-03-14 15:15:00,35.7,48.31053358660952
2017-03-14 15:20:00,38.4,49.58772939728513
2017-03-14 15:25:00,51.5,42.16266995729799
2017-03-14 15:30:00,55.3,48.271281046161214
2017-03-14 15:35:00,45.1,37.62782398302237
2017-03-14 15:40:00,38.5,32.71278389922075
2017-03-14 15:45:00,30.7,26.804523544796965
2017-03-14 15:50:00,25.5,22.20178666875625
2017-03-14 15:55:00,24.1,21.367477087756292
2017-03-14 16:00:00,24.0,16.012801593926632
2017-03-14 16:05:00,22.5,19.178258765302523
2017-03-14 16:10:00,19.7,16.440739745319945
2017-03-14 16:15:00,19.2,18.014927023743112
2017-03-14 16:20:00,19.3,17.860949484558894
2017-03-14 16:25:00,18.9,22.399128497656086
2017-03-14 16:30:00,20.7,22.528035513332284
2017-03-14 16:35:00,20.7,19.48113206626462
2017-03-14 16:40:00,23.0,19.722960792832325
2017-03-14 16:45:00,20.5,19.369193823184794
2017-03-14 16:50:00,19.4,17.20754105994135
2017-03-14 16:55:00,18.7,17.022389804720042
2017-03-14 17:00:00,19.6,17.318736168179548
2017-03-14 17:05:00,21.7,17.96827712934474
2017-03-14 17:10:00,20.7,18.67021067798229
2017-03-14 17:15:00,20.6,15.461803475036525
2017-03-14 17:20:00,19.3,17.761220788813134
2017-03-14 17:25:00,17.1,13.575012572639885
2017-03-14 17:30:00,17.6,16.47807989940454
2017-03-14 17:35:00,18.6,15.166102215865067
2017-03-14 17:40:00,18.2,14.81322700802749
2017-03-14 17:45:00,17.5,15.281275467212893
2017-03-14 17:50:00,20.1,16.534314652121886
2017-03-14 17:55:00,21.9,17.890630606360894
2017-03-14 18:00:00,26.6,19.68072543562078
2017-03-14 18:05:00,23.7,19.039330497230146
2017-03-14 18:10:00,24.4,20.95023059125458
2017-03-14 18:15:00,23.5,19.61603475708855
2017-03-14 18:20:00,23.6,19.38335133248669
2017-03-14 18:25:00,22.5,22.656860309834514
2017-03-14 18:30:00,24.5,24.121477889843284
2017-03-14 18:35:00,27.2,24.912736246443878
2017-03-14 18:40:00,27.6,28.600968224107817
2017-03-14 18:45:00,27.5,32.17986767405149
2017-03-14 18:50:00,28.0,43.208361872290574
2017-03-14 18:55:00,34.8,48.44636519598548
2017-03-14 19:00:00,51.3,52.32020537774142
2017-03-14 19:05:00,58.8,58.18974346586055
2017-03-14 19:10:00,63.2,60.68491376252854
2017-03-14 19:15:00,66.6,63.11922012981415
2017-03-14 19:20:00,67.5,63.17433029815681
2017-03-14 19:25:00,64.7,64.51546594447548
2017-03-14 19:30:00,65.0,65.96587739519005
2017-03-14 19:35:00,65.7,66.14715130484674
2017-03-14 19:40:00,66.5,65.04743427743718
2017-03-14 19:45:00,65.6,66.49785363384156
2017-03-14 19:50:00,66.9,67.17834932343625
2017-03-14 19:55:00,67.3,67.38686268259883
2017-03-14 20:00:00,67.8,65.37908507985662
2017-03-14 20:05:00,66.3,65.57961053004072
2017-03-14 20:10:00,66.8,66.75843781890144
2017-03-14 20:15:00,67.8,67.15514296158413
2017-03-14 20:20:00,68.2,66.65124298970431
2017-03-14 20:25:00,68.3,67.23140638413668
2017-03-14 20:30:00,68.6,66.30051180494172
2017-03-14 20:35:00,69.2,65.91909824276338
2017-03-14 20:40:00,68.0,65.38232364568503
2017-03-14 20:45:00,67.6,67.09349597362663
2017-03-14 20:50:00,69.0,65.05272516033884
2017-03-14 20:55:00,69.6,67.35153136429355
2017-03-14 21:00:00,68.7,66.3021668611023
2017-03-14 21:05:00,68.0,66.20324731270802
2017-03-14 21:10:00,67.6,66.64846769729844
2017-03-14 21:15:00,67.3,66.97463155570908
2017-03-14 21:20:00,68.2,67.90333349183678
2017-03-14 21:25:00,68.5,67.93741966399784
2017-03-14 21:30:00,69.0,68.13136599912664
2017-03-14 21:35:00,68.1,67.4230434672736
2017-03-14 21:40:00,69.0,66.675457722291
2017-03-14 21:45:00,67.2,67.16615677333527
2017-03-14 21:50:00,68.1,67.7947535857859
2017-03-14 21:55:00,69.8,68.94637779131384
2017-03-14 22:00:00,69.7,68.94949105195884
2017-03-14 22:05:00,69.2,68.46504461098095
2017-03-14 22:10:00,68.4,68.07415173144253
2017-03-14 22:15:00,69.1,68.80976589035417
2017-03-14 22:20:00,69.3,68.87516333755492
2017-03-14 22:25:00,67.8,68.31833398186502
2017-03-14 22:30:00,68.4,69.25668402183011
2017-03-14 22:35:00,69.3,69.9654741752351
2017-03-14 22:40:00,70.4,69.10587113027464
2017-03-14 22:45:00,70.0,68.41352402109402
2017-03-14 22:50:00,68.0,67.91228589497138
2017-03-14 22:55:00,67.8,67.43152745828729
2017-03-14 23:00:00,66.9,66.51919583403777
2017-03-14 23:05:00,66.2,67.8631939329924
2017-03-14 23:10:00,66.0,67.76964827724274
2017-03-14 23:15:00,67.4,68.00672252196202
2017-03-14 23:20:00,67.3,66.5331580728015
2017-03-14 23:25:00,65.1,66.56551131775741
2017-03-14 23:30:00,66.3,68.84900261942286
2017-03-14 23:35:00,68.1,68.00662923482233
2017-03-14 23:40:00,69.0,68.04184750176339
2017-03-14 23:45:00,68.1,68.24139897096359
2017-03-14 23:50:00,68.0,67.55430282095112
2017-03-14 23:55:00,67.8,67.6182756628491
2017-03-15 00:00:00,67.1,67.793657857179
2017-03-15 00:05:00,67.1,67.06258235478411
2017-03-15 00:10:00,67.6,68.22110743694239
2017-03-15 00:15:00,67.8,67.36771352075438
2017-03-15 00:20:00,67.7,67.47570563876829
2017-03-15 00:25:00,68.0,67.97899015269682
2017-03-15 00:30:00,67.4,67.31696926960625
2017-03-15 00:35:00,67.0,68.14747067982739
2017-03-15 00:40:00,67.8,67.62317639995891
2017-03-15 00:45:00,67.4,67.57186689198977
2017-03-15 00:50:00,67.2,67.58134344235842
2017-03-15 00:55:00,67.8,66.66050371474131
2017-03-15 01:00:00,65.9,67.4867811148999
2017-03-15 01:05:00,66.9,67.80249404667347
2017-03-15 01:10:00,67.7,67.75889812024658
2017-03-15 01:15:00,67.2,67.78397022489256
2017-03-15 01:20:00,67.7,67.99497941032641
2017-03-15 01:25:00,67.4,68.14011601660226
2017-03-15 01:30:00,67.7,66.19998107696529
2017-03-15 01:35:00,66.2,67.34773821432535
2017-03-15 01:40:00,67.3,67.42892806747957
2017-03-15 01:45:00,66.9,66.92005936955763
2017-03-15 01:50:00,66.1,66.92129542415856
2017-03-15 01:55:00,66.5,68.37426910893878
2017-03-15 02:00:00,67.3,67.19597505885538
2017-03-15 02:05:00,67.2,66.54145667538927
2017-03-15 02:10:00,67.5,67.93578951076015
2017-03-15 02:15:00,66.8,67.33174144629045
2017-03-15 02:20:00,66.8,67.94944263705251
2017-03-15 02:25:00,66.8,67.53634030314632
2017-03-15 02:30:00,67.5,66.58889081421626
2017-03-15 02:35:00,67.1,66.88008345849221
2017-03-15 02:40:00,66.4,67.16509029578064
2017-03-15 02:45:00,66.5,67.95801951992141
2017-03-15 02:50:00,65.3,67.92617935423381
2017-03-15 02:55:00,66.3,67.11984326603807
2017-03-15 03:00:00,67.7,67.02540268620254
2017-03-15 03:05:00,67.7,66.95620299749032
2017-03-15 03:10:00,67.1,67.7118727055825
2017-03-15 03:15:00,66.5,67.26534827745881
2017-03-15 03:20:00,67.0,66.20975527655509
2017-03-15 03:25:00,66.5,66.08724238279277
2017-03-15 03:30:00,65.9,66.14704141575847
2017-03-15 03:35:00,65.2,65.90679896585003
2017-03-15 03:40:00,64.9,66.99575318715976
2017-03-15 03:45:00,67.0,67.08980955047079
2017-03-15 03:50:00,67.8,66.8844999721015
2017-03-15 03:55:00,66.9,66.0788374486771
2017-03-15 04:00:00,65.2,67.14262785933913
2017-03-15 04:05:00,66.8,67.4060474200474
2017-03-15 04:10:00,67.2,68.67011662337163
2017-03-15 04:15:00,67.7,68.20461300573429
2017-03-15 04:20:00,68.4,67.17505660363268
2017-03-15 04:25:00,67.5,68.47349579338196
2017-03-15 04:30:00,68.6,66.45963278591273
2017-03-15 04:35:00,65.9,67.63629668275846
2017-03-15 04:40:00,67.2,67.88015559046795
2017-03-15 04:45:00,67.3,68.78940794853861
2017-03-15 04:50:00,68.9,67.9539077706541
2017-03-15 04:55:00,69.9,68.23026064459803
2017-03-15 05:00:00,70.0,68.74626343699956
2017-03-15 05:05:00,69.9,68.13719644535746
2017-03-15 05:10:00,69.6,67.34436722819271
2017-03-15 05:15:00,68.4,68.2962763167415
2017-03-15 05:20:00,68.8,69.63351742262023
2017-03-15 05:25:00,68.7,67.99109455435648
2017-03-15 05:30:00,67.4,67.92742212867107
2017-03-15 05:35:00,68.9,67.13213740425304
2017-03-15 05:40:00,68.0,68.13897048214959
2017-03-15 05:45:00,69.0,66.76311759198121
2017-03-15 05:50:00,66.8,65.50956690894188
2017-03-15 05:55:00,66.0,66.05487095475029
2017-03-15 06:00:00,65.2,65.80972025732673
2017-03-15 06:05:00,64.3,66.28768719494086
2017-03-15 06:10:00,64.9,66.29343621256669
2017-03-15 06:15:00,64.7,64.19206710107396
2017-03-15 06:20:00,64.1,66.11334815638068
2017-03-15 06:25:00,64.5,65.06941288566266
2017-03-15 06:30:00,62.4,65.7171521401214
2017-03-15 06:35:00,65.7,65.54140430763805
2017-03-15 06:40:00,63.6,65.87781986930267
2017-03-15 06:45:00,64.4,66.64057030846824
2017-03-15 06:50:00,62.6,64.69330325077415
2017-03-15 06:55:00,61.9,63.51553453377826
2017-03-15 07:00:00,63.3,63.097988411632954
2017-03-15 07:05:00,64.2,62.48755077102101
2017-03-15 07:10:00,63.2,63.64540861295979
2017-03-15 07:15:00,65.3,64.81007819487637
2017-03-15 07:20:00,66.1,64.7367070689388
2017-03-15 07:25:00,66.3,65.45847045931296
2017-03-15 07:30:00,68.1,66.58085151825406
2017-03-15 07:35:00,67.6,66.60494964191614
2017-03-15 07:40:00,68.9,66.50078704004352
2017-03-15 07:45:00,68.5,67.01075660527073
2017-03-15 07:50:00,68.1,67.3378292227244
2017-03-15 07:55:00,67.7,67.50740547846186
2017-03-15 08:00:00,67.8,66.6464517463983
2017-03-15 08:05:00,66.7,66.89615335415782
2017-03-15 08:10:00,67.0,67.33116630735717
2017-03-15 08:15:00,67.9,66.4796950549296
2017-03-15 08:20:00,67.0,67.28173598185455
2017-03-15 08:25:00,67.9,66.02867189402268
2017-03-15 08:30:00,68.0,66.20053526582059
2017-03-15 08:35:00,66.9,65.4151923416162
2017-03-15 08:40:00,67.0,65.29485430311911
2017-03-15 08:45:00,66.4,64.67254686219245
2017-03-15 08:50:00,66.1,65.1262903709611
2017-03-15 08:55:00,65.9,64.94569951290352
2017-03-15 09:00:00,66.2,65.01038307631492
2017-03-15 09:05:00,66.2,65.37701457969682
2017-03-15 09:10:00,66.9,65.12258892699464
2017-03-15 09:15:00,66.8,64.89142616182667
2017-03-15 09:20:00,66.0,65.04741056036777
2017-03-15 09:25:00,65.9,64.41628946116256
2017-03-15 09:30:00,65.9,64.57665637884676
2017-03-15 09:35:00,65.3,64.38269858046775
2017-03-15 09:40:00,64.4,64.82185648683159
2017-03-15 09:45:00,64.9,63.76771912106311
2017-03-15 09:50:00,64.2,64.76213453434148
2017-03-15 09:55:00,64.8,64.83849756858557
2017-03-15 10:00:00,65.3,64.688214358247
2017-03-15 10:05:00,64.8,64.70066819139602
2017-03-15 10:10:00,65.1,65.80343958206156
2017-03-15 10:15:00,64.5,65.8237900134718
2017-03-15 10:20:00,65.8,64.52845459753976
2017-03-15 10:25:00,64.5,65.14664752220769
2017-03-15 10:30:00,65.1,64.21882232707931
2017-03-15 10:35:00,65.8,63.33028524800338
2017-03-15 10:40:00,64.5,63.57774341863861
2017-03-15 10:45:00,65.1,63.60923000234972
2017-03-15 10:50:00,64.5,63.12642320143728
2017-03-15 10:55:00,63.4,62.22749765067374
2017-03-15 11:00:00,63.2,60.96680704270859
2017-03-15 11:05:00,61.0,62.37862390400884
2017-03-15 11:10:00,64.2,63.140652652516394
2017-03-15 11:15:00,62.8,63.13899522464888
2017-03-15 11:20:00,62.8,63.914539441625074
2017-03-15 11:25:00,64.4,64.55060199224258
2017-03-15 11:30:00,64.3,64.02016261968906
2017-03-15 11:35:00,66.1,65.4697918023975
2017-03-15 11:40:00,66.9,64.49995458579455
2017-03-15 11:45:00,65.6,64.37179623894285
2017-03-15 11:50:00,65.3,65.13296316844058
2017-03-15 11:55:00,66.3,64.55659331926091
2017-03-15 12:00:00,64.7,63.27746140515218
2017-03-15 12:05:00,65.0,65.96714507255021
2017-03-15 12:10:00,65.4,64.76042097607636
2017-03-15 12:15:00,65.3,68.58149146895627
2017-03-15 12:20:00,64.8,64.22965193625801
2017-03-15 12:25:00,71.1,65.23455365413531
2017-03-15 12:30:00,69.0,65.26838684422263
2017-03-15 12:35:00,67.7,65.02925949186113
2017-03-15 12:40:00,66.6,64.60006591692687
2017-03-15 12:45:00,66.0,64.07063689153037
2017-03-15 12:50:00,64.4,65.60551273211618
2017-03-15 12:55:00,66.0,65.22880503179397
2017-03-15 13:00:00,65.4,65.10837844957105
2017-03-15 13:05:00,66.0,65.72023061573127
2017-03-15 13:10:00,66.3,65.47662350424204
2017-03-15 13:15:00,66.5,65.27688308905553
2017-03-15 13:20:00,66.0,65.29504166796747
2017-03-15 13:25:00,66.1,65.48025933098313
2017-03-15 13:30:00,66.1,66.16504346201228
2017-03-15 13:35:00,66.9,65.71032755339766
2017-03-15 13:40:00,67.2,64.04014484359666
2017-03-15 13:45:00,65.1,65.60761525031968
2017-03-15 13:50:00,65.5,64.17099408961559
2017-03-15 13:55:00,65.0,63.359310592836096
2017-03-15 14:00:00,65.1,64.11452098035063
2017-03-15 14:05:00,65.7,64.69069200143173
2017-03-15 14:10:00,67.2,64.50028702005083
2017-03-15 14:15:00,66.7,64.41108435499528
2017-03-15 14:20:00,66.3,64.46922398367101
2017-03-15 14:25:00,66.5,59.03798188408481
2017-03-15 14:30:00,66.3,59.58154055122663
2017-03-15 14:35:00,65.0,57.311482004750246
2017-03-15 14:40:00,63.7,54.7841199368406
2017-03-15 14:45:00,61.9,52.052735336861815
2017-03-15 14:50:00,43.5,45.10263155724227
2017-03-15 14:55:00,39.1,47.52999613595281
2017-03-15 15:00:00,37.2,50.18873970044746
2017-03-15 15:05:00,43.3,49.27278015514666
2017-03-15 15:10:00,52.1,48.75482940077732
2017-03-15 15:15:00,56.1,50.76812873256347
2017-03-15 15:20:00,57.0,50.2047068221456
2017-03-15 15:25:00,59.1,50.51121594984879
2017-03-15 15:30:00,61.3,51.012391621021976
2017-03-15 15:35:00,62.9,50.61642012635315
2017-03-15 15:40:00,54.3,43.81871274795691
2017-03-15 15:45:00,44.0,36.37202887464753
2017-03-15 15:50:00,36.6,31.454368845244705
2017-03-15 15:55:00,35.3,29.38996871570025
2017-03-15 16:00:00,33.0,30.11450305035089
2017-03-15 16:05:00,29.9,28.036470349307557
2017-03-15 16:10:00,29.9,26.70755867820685
2017-03-15 16:15:00,30.3,29.30063442090944
2017-03-15 16:20:00,30.8,28.11719692903923
2017-03-15 16:25:00,29.5,28.85944633340379
2017-03-15 16:30:00,30.1,28.02786895880027
2017-03-15 16:35:00,29.0,26.755293233246398
2017-03-15 16:40:00,29.7,26.61127686321585
2017-03-15 16:45:00,29.1,30.366058937654042
2017-03-15 16:50:00,27.9,25.241815327969924
2017-03-15 16:55:00,28.6,24.648673557870012
2017-03-15 17:00:00,27.1,22.156961407564758
2017-03-15 17:05:00,24.7,22.032004074514887
2017-03-15 17:10:00,22.0,20.96640563259458
2017-03-15 17:15:00,21.6,17.143305749141852
2017-03-15 17:20:00,18.5,14.260129137925311
2017-03-15 17:25:00,19.7,20.23303273674251
2017-03-15 17:30:00,23.7,19.28514369145931
2017-03-15 17:35:00,23.0,19.190863597126814
2017-03-15 17:40:00,23.0,18.798390370196472
2017-03-15 17:45:00,22.4,18.746241277970093
2017-03-15 17:50:00,25.8,21.808481763258477
2017-03-15 17:55:00,24.9,22.589355205731884
2017-03-15 18:00:00,27.9,25.68624791057134
2017-03-15 18:05:00,28.8,26.8588577696853
2017-03-15 18:10:00,28.1,27.885098525482903
2017-03-15 18:15:00,26.7,29.49998429501962
2017-03-15 18:20:00,25.1,31.01274120138593
2017-03-15 18:25:00,27.0,37.05400529994261
2017-03-15 18:30:00,27.1,41.41039139484745
2017-03-15 18:35:00,38.9,50.095814641347445
2017-03-15 18:40:00,52.3,52.17606726008788
2017-03-15 18:45:00,59.0,53.9125931352325
2017-03-15 18:50:00,61.8,55.058413378590465
2017-03-15 18:55:00,65.0,54.197178994538845
2017-03-15 19:00:00,65.8,54.75542702626416
2017-03-15 19:05:00,66.1,56.91555478194432
2017-03-15 19:10:00,66.4,59.49758795594911
2017-03-15 19:15:00,65.8,61.667782125278464
2017-03-15 19:20:00,65.7,62.596988642057916
2017-03-15 19:25:00,66.4,63.38544541983404
2017-03-15 19:30:00,67.0,64.01891826411384
2017-03-15 19:35:00,66.5,63.31563936471381
2017-03-15 19:40:00,65.2,64.23393207671816
2017-03-15 19:45:00,66.7,64.40846045654916
2017-03-15 19:50:00,66.0,65.31868679560374
2017-03-15 19:55:00,67.4,65.44895635691773
2017-03-15 20:00:00,67.1,65.69563443361152
2017-03-15 20:05:00,66.0,66.3077953169586
2017-03-15 20:10:00,66.9,66.6582114599825
2017-03-15 20:15:00,67.5,65.92448873735657
2017-03-15 20:20:00,66.6,63.29890183354422
2017-03-15 20:25:00,65.7,64.12790056977576
2017-03-15 20:30:00,66.2,64.33532887301267
2017-03-15 20:35:00,67.3,64.4007555712657
2017-03-15 20:40:00,68.3,63.86315799187871
2017-03-15 20:45:00,68.6,65.0287021407299
2017-03-15 20:50:00,68.5,63.05043884973483
2017-03-15 20:55:00,69.1,65.05833820010002
2017-03-15 21:00:00,69.0,64.45446919950439
2017-03-15 21:05:00,67.9,64.22853841984904
2017-03-15 21:10:00,68.3,65.02465838039491
2017-03-15 21:15:00,66.8,64.72592924202833
2017-03-15 21:20:00,68.9,63.06661053115666
2017-03-15 21:25:00,68.1,64.50244962149687
2017-03-15 21:30:00,66.9,66.46238238482674
2017-03-15 21:35:00,67.8,67.60769626875273
2017-03-15 21:40:00,67.3,67.99677400191203
2017-03-15 21:45:00,68.0,68.86345501095447
2017-03-15 21:50:00,66.9,69.0036829744307
2017-03-15 21:55:00,68.4,67.88669833935015
2017-03-15 22:00:00,67.8,67.30511152546849
2017-03-15 22:05:00,67.3,68.89441843564276
2017-03-15 22:10:00,67.6,68.90493300308273
2017-03-15 22:15:00,67.2,68.61694690659148
2017-03-15 22:20:00,68.0,69.64248247485853
2017-03-15 22:25:00,68.8,68.08008811391672
2017-03-15 22:30:00,67.6,67.89573375222771
2017-03-15 22:35:00,67.2,69.07883446171225
2017-03-15 22:40:00,68.6,68.5509928988285
2017-03-15 22:45:00,68.3,66.9147024741461
2017-03-15 22:50:00,67.0,67.48072970463905
2017-03-15 22:55:00,66.8,67.41931791095323
2017-03-15 23:00:00,67.5,67.00006850793955
2017-03-15 23:05:00,66.0,66.62089541825179
2017-03-15 23:10:00,66.5,68.17146286724608
2017-03-15 23:15:00,67.6,68.03666374095859
2017-03-15 23:20:00,67.3,68.4966444436985
2017-03-15 23:25:00,68.4,67.81165990343281
2017-03-15 23:30:00,67.6,68.0415644780684
2017-03-15 23:35:00,68.3,68.37562493474024
2017-03-15 23:40:00,67.1,67.07210673457608
2017-03-15 23:45:00,67.1,67.40832663041803
2017-03-15 23:50:00,66.7,68.43267871692134
2017-03-15 23:55:00,67.8,68.00847363225371
2017-03-16 00:00:00,67.4,67.66728856793004
2017-03-16 00:05:00,66.8,67.95870336208951
2017-03-16 00:10:00,68.1,67.89231533195624
2017-03-16 00:15:00,68.2,67.21606025437268
2017-03-16 00:20:00,68.1,67.14086093766782
2017-03-16 00:25:00,66.4,67.74404016682801
2017-03-16 00:30:00,67.6,68.13966618285238
2017-03-16 00:35:00,67.3,67.41247158358253
2017-03-16 00:40:00,67.7,67.10638066687
2017-03-16 00:45:00,67.1,68.2912095601458
2017-03-16 00:50:00,68.0,68.17861040139832
2017-03-16 00:55:00,68.2,67.60588981863239
2017-03-16 01:00:00,67.4,67.51012898859952
2017-03-16 01:05:00,66.8,68.29793018704859
2017-03-16 01:10:00,68.3,67.58369143223035
2017-03-16 01:15:00,66.9,66.4066737557659
2017-03-16 01:20:00,67.3,67.81435179081124
2017-03-16 01:25:00,66.7,67.58373649466223
2017-03-16 01:30:00,67.7,65.8803014653323
2017-03-16 01:35:00,63.9,67.23633400059182
2017-03-16 01:40:00,66.7,67.14507229862667
2017-03-16 01:45:00,67.7,66.87626342917868
2017-03-16 01:50:00,66.4,66.96577164914518
2017-03-16 01:55:00,66.1,67.3163976882334
2017-03-16 02:00:00,67.1,67.26236704183354
2017-03-16 02:05:00,66.3,67.20296843205644
2017-03-16 02:10:00,65.2,67.44207127677954
2017-03-16 02:15:00,67.7,67.5076671567944
2017-03-16 02:20:00,67.5,66.94752729349887
2017-03-16 02:25:00,66.3,67.06743565775508
2017-03-16 02:30:00,64.7,66.46802783791614
2017-03-16 02:35:00,62.9,67.27799421887009
2017-03-16 02:40:00,67.7,67.75755731525574
2017-03-16 02:45:00,66.1,68.07327736215015
2017-03-16 02:50:00,66.8,66.34657746886354
2017-03-16 02:55:00,65.2,67.27021304368002
2017-03-16 03:00:00,67.0,67.56817493485107
2017-03-16 03:05:00,66.5,66.23100379432711
2017-03-16 03:10:00,66.4,66.36743979368862
2017-03-16 03:15:00,66.3,66.68666996685623
2017-03-16 03:20:00,66.7,66.59750564439622
2017-03-16 03:25:00,66.9,66.90427091644906
2017-03-16 03:30:00,67.0,67.1351921627935
2017-03-16 03:35:00,67.9,67.71127740714022
2017-03-16 03:40:00,66.9,67.30931102789263
2017-03-16 03:45:00,66.9,67.9684526587564
2017-03-16 03:50:00,68.2,66.77440098775469
2017-03-16 03:55:00,66.4,68.25537939281386
2017-03-16 04:00:00,67.9,68.06963758256416
2017-03-16 04:05:00,68.1,68.44609862536447
2017-03-16 04:10:00,68.4,67.79789214463828
2017-03-16 04:15:00,69.4,67.69747881615545
2017-03-16 04:20:00,68.6,67.71837829772262
2017-03-16 04:25:00,66.2,67.65394534467801
