survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone
0,3,male,28.456939697265625,0,0,7.8958001136779785,S,Third,man,True,F,Southampton,no,True
0,3,female,32.0,1,1,15.5,Q,Third,woman,False,F,Queenstown,no,False
0,2,male,23.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True
0,1,male,58.0,0,2,113.2750015258789,C,First,man,True,D,Cherbourg,no,False
1,1,male,50.0,2,0,133.64999389648438,S,First,man,True,C,Southampton,yes,False
0,3,male,40.0,0,0,7.224999904632568,C,Third,man,True,F,Cherbourg,no,True
0,1,male,47.0,0,0,25.587499618530273,S,First,man,True,E,Southampton,no,True
0,3,male,36.0,0,0,7.495800018310547,S,Third,man,True,F,Southampton,no,True
1,3,male,20.0,1,0,7.925000190734863,S,Third,man,True,F,Southampton,yes,False
0,2,male,32.0,2,0,73.5,S,Second,man,True,F,Southampton,no,False
0,2,male,25.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True
0,3,male,28.810714721679688,0,0,7.775000095367432,S,Third,man,True,F,Southampton,no,True
0,3,male,43.0,0,0,8.050000190734863,S,Third,man,True,F,Southampton,no,True
1,1,female,35.32952880859375,1,0,52.0,S,First,woman,False,C,Southampton,yes,False
1,2,female,40.0,1,1,39.0,S,Second,woman,False,F,Southampton,yes,False
0,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False
0,2,male,70.0,0,0,10.5,S,Second,man,True,F,Southampton,no,True
1,2,male,31.0,0,0,13.0,S,Second,man,True,E,Southampton,yes,True
0,2,male,50.49467468261719,0,0,0.0,S,Second,man,True,F,Southampton,no,True
0,3,male,18.0,0,0,7.775000095367432,S,Third,man,True,F,Southampton,no,True
0,3,male,24.5,0,0,8.050000190734863,S,Third,man,True,F,Southampton,no,True
1,3,female,18.0,0,0,9.841699600219727,S,Third,woman,False,E,Southampton,yes,True
0,3,female,43.0,1,6,46.900001525878906,S,Third,woman,False,G,Southampton,no,False
1,1,male,36.0,0,1,512.3292236328125,C,First,man,True,B,Cherbourg,yes,False
0,3,female,25.425811767578125,0,0,8.137499809265137,Q,Third,woman,False,F,Queenstown,no,True
1,1,male,27.0,0,0,76.72920227050781,C,First,man,True,D,Cherbourg,yes,True
0,3,male,20.0,0,0,9.225000381469727,S,Third,man,True,F,Southampton,no,True
0,3,male,14.0,5,2,46.900001525878906,S,Third,child,False,F,Southampton,no,False
0,2,male,60.0,1,1,39.0,S,Second,man,True,F,Southampton,no,False
0,2,male,25.0,1,2,41.579200744628906,C,Second,man,True,F,Cherbourg,no,False
0,3,male,14.0,4,1,39.6875,S,Third,child,False,F,Southampton,no,False
0,3,male,19.0,0,0,10.17080020904541,S,Third,man,True,F,Southampton,no,True
0,3,male,18.0,0,0,7.79580020904541,S,Third,man,True,F,Southampton,no,True
1,1,female,15.0,0,1,211.33749389648438,S,First,child,False,B,Southampton,yes,False
1,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False
1,3,female,4.0,0,1,13.41670036315918,C,Third,child,False,G,Cherbourg,yes,False
1,3,male,23.7425537109375,0,0,56.49580001831055,S,Third,man,True,E,Southampton,yes,True
0,3,male,25.0,0,0,7.224999904632568,C,Third,man,True,F,Cherbourg,no,True
0,1,male,60.0,0,0,26.549999237060547,S,First,man,True,C,Southampton,no,True
0,2,male,52.0,0,0,13.5,S,Second,man,True,F,Southampton,no,True
0,3,male,44.0,0,0,8.050000190734863,S,Third,man,True,F,Southampton,no,True
1,3,female,19.24224853515625,0,0,7.73330020904541,Q,Third,woman,False,E,Queenstown,yes,True
0,1,male,49.0,1,1,110.88330078125,C,First,man,True,C,Cherbourg,no,False
0,3,male,42.0,0,0,7.650000095367432,S,Third,man,True,F,Southampton,no,True
1,1,female,18.0,1,0,227.52499389648438,C,First,woman,False,C,Cherbourg,yes,False
1,1,male,35.0,0,0,26.287500381469727,S,First,man,True,E,Southampton,yes,True
0,3,female,18.0,0,1,14.45419979095459,C,Third,woman,False,G,Cherbourg,no,False
0,3,male,25.0,0,0,7.741700172424316,Q,Third,man,True,F,Queenstown,no,True
0,3,male,26.0,1,0,7.8541998863220215,S,Third,man,True,F,Southampton,no,False
0,2,male,39.0,0,0,26.0,S,Second,man,True,F,Southampton,no,True
1,2,female,45.0,0,0,13.5,S,Second,woman,False,E,Southampton,yes,True
1,1,male,42.0,0,0,26.287500381469727,S,First,man,True,E,Southampton,yes,True
1,1,female,22.0,0,0,151.5500030517578,S,First,woman,False,B,Southampton,yes,True
1,3,male,20.172821044921875,1,1,15.245800018310547,C,Third,man,True,F,Cherbourg,yes,False
1,1,female,24.0,0,0,49.50419998168945,C,First,woman,False,C,Cherbourg,yes,True
0,1,male,48.2762451171875,0,0,26.549999237060547,S,First,man,True,C,Southampton,no,True
1,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False
0,3,male,29.0,0,0,9.48330020904541,S,Third,man,True,F,Southampton,no,True
0,2,male,52.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True
0,3,male,19.0,0,0,7.650000095367432,S,Third,man,True,F,Southampton,no,True
1,1,female,38.0,0,0,227.52499389648438,C,First,woman,False,C,Cherbourg,yes,True
1,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True
0,3,male,29.740325927734375,0,0,15.5,Q,Third,man,True,F,Queenstown,no,True
0,3,male,33.0,0,0,7.775000095367432,S,Third,man,True,F,Southampton,no,True
1,2,female,6.0,0,1,33.0,S,Second,child,False,E,Southampton,yes,False
0,3,male,17.0,1,0,7.054200172424316,S,Third,man,True,F,Southampton,no,False
0,2,male,34.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True
0,2,male,50.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True
1,1,male,27.0,1,0,53.099998474121094,S,First,man,True,E,Southampton,yes,False
0,3,male,20.0,0,0,8.662500381469727,S,Third,man,True,F,Southampton,no,True
1,2,female,30.0,3,0,21.0,S,Second,woman,False,F,Southampton,yes,False
1,3,female,19.264892578125,0,0,7.737500190734863,Q,Third,woman,False,E,Queenstown,yes,True
0,2,male,25.0,1,0,26.0,S,Second,man,True,F,Southampton,no,False
0,3,female,25.0,1,0,7.925000190734863,S,Third,woman,False,G,Southampton,no,False
1,1,female,29.0,0,0,211.33749389648438,S,First,woman,False,B,Southampton,yes,True
0,3,male,11.0,0,0,18.787500381469727,C,Third,child,False,F,Cherbourg,no,True
0,2,male,50.49467468261719,0,0,0.0,S,Second,man,True,F,Southampton,no,True
0,2,male,23.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True
0,2,male,23.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True
0,3,male,28.5,0,0,16.100000381469727,S,Third,man,True,F,Southampton,no,True
0,3,female,48.0,1,3,34.375,S,Third,woman,False,F,Southampton,no,False
1,1,male,35.0,0,0,512.3292236328125,C,First,man,True,B,Cherbourg,yes,True
0,3,male,28.456939697265625,0,0,7.8958001136779785,S,Third,man,True,F,Southampton,no,True
0,3,male,28.456939697265625,0,0,7.8958001136779785,S,Third,man,True,F,Southampton,no,True
1,1,male,42.2491455078125,0,0,30.0,S,First,man,True,D,Southampton,yes,True
0,1,male,36.0,1,0,78.8499984741211,S,First,man,True,C,Southampton,no,False
1,1,female,21.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False
0,3,male,24.0,1,0,16.100000381469727,S,Third,man,True,F,Southampton,no,False
1,3,male,31.0,0,0,7.925000190734863,S,Third,man,True,E,Southampton,yes,True
0,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False
0,3,male,16.0,1,1,20.25,S,Third,man,True,F,Southampton,no,False
1,2,female,30.0,0,0,13.0,S,Second,woman,False,E,Southampton,yes,True
0,1,male,19.0,1,0,53.099998474121094,S,First,man,True,D,Southampton,no,False
0,3,male,31.0,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True
1,2,female,4.0,1,1,23.0,S,Second,child,False,F,Southampton,yes,False
1,3,male,6.0,0,1,12.475000381469727,S,Third,child,False,E,Southampton,yes,False
0,3,male,33.0,0,0,9.5,S,Third,man,True,F,Southampton,no,True
0,3,male,23.0,0,0,7.8958001136779785,S,Third,man,True,F,Southampton,no,True
1,2,female,48.0,1,2,65.0,S,Second,woman,False,E,Southampton,yes,False
1,2,male,0.6700000166893005,1,1,14.5,S,Second,child,False,F,Southampton,yes,False
0,3,male,28.0,0,0,7.79580020904541,S,Third,man,True,F,Southampton,no,True
0,2,male,18.0,0,0,11.5,S,Second,man,True,F,Southampton,no,True
0,3,male,34.0,0,0,8.050000190734863,S,Third,man,True,F,Southampton,no,True
1,1,female,33.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True
0,3,male,28.2548828125,0,0,14.5,S,Third,man,True,F,Southampton,no,True
0,3,male,41.0,0,0,7.125,S,Third,man,True,F,Southampton,no,True
1,3,male,20.0,0,0,7.2291998863220215,C,Third,man,True,E,Cherbourg,yes,True
1,1,female,36.0,1,2,120.0,S,First,woman,False,B,Southampton,yes,False
0,3,male,16.0,0,0,7.775000095367432,S,Third,man,True,F,Southampton,no,True
1,1,female,51.0,1,0,77.95829772949219,S,First,woman,False,D,Southampton,yes,False
0,1,male,44.539398193359375,0,0,39.599998474121094,C,First,man,True,A,Cherbourg,no,True
0,3,female,30.5,0,0,7.75,Q,Third,woman,False,F,Queenstown,no,True
0,3,male,33.203582763671875,1,0,24.149999618530273,Q,Third,man,True,F,Queenstown,no,False
0,3,male,32.0,0,0,8.362500190734863,S,Third,man,True,F,Southampton,no,True
0,3,male,24.0,0,0,9.5,S,Third,man,True,F,Southampton,no,True
0,3,male,48.0,0,0,7.8541998863220215,S,Third,man,True,F,Southampton,no,True
0,2,female,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True
0,3,male,29.858413696289062,0,0,7.224999904632568,C,Third,man,True,F,Cherbourg,no,True
1,2,female,54.0,1,3,23.0,S,Second,woman,False,F,Southampton,yes,False
0,3,male,18.0,0,0,7.75,S,Third,man,True,F,Southampton,no,True
0,3,male,39.38104248046875,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True
1,3,female,5.0,0,0,12.475000381469727,S,Third,child,False,F,Southampton,yes,True
0,3,male,39.37934875488281,0,0,7.737500190734863,Q,Third,man,True,F,Queenstown,no,True
1,1,female,43.0,0,1,211.33749389648438,S,First,woman,False,B,Southampton,yes,False
1,3,female,13.0,0,0,7.2291998863220215,C,Third,child,False,F,Cherbourg,yes,True
1,1,female,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False
0,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True
0,3,male,32.2977294921875,1,2,23.450000762939453,S,Third,man,True,F,Southampton,no,False
0,3,male,25.0,0,0,7.050000190734863,S,Third,man,True,F,Southampton,no,True
0,3,male,25.0,0,0,7.25,S,Third,man,True,F,Southampton,no,True
1,3,female,18.0,0,0,7.495800018310547,S,Third,woman,False,E,Southampton,yes,True
0,3,male,8.0,4,1,29.125,Q,Third,child,False,F,Queenstown,no,False
1,3,male,1.0,1,2,20.575000762939453,S,Third,child,False,F,Southampton,yes,False
0,1,male,46.0,0,0,79.19999694824219,C,First,man,True,B,Cherbourg,no,True
0,3,male,39.38104248046875,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True
0,2,male,16.0,0,0,26.0,S,Second,man,True,F,Southampton,no,True
0,3,female,33.07928466796875,8,2,69.55000305175781,S,Third,woman,False,F,Southampton,no,False
0,1,male,46.303741455078125,0,0,30.69580078125,C,First,man,True,A,Cherbourg,no,True
0,3,male,25.0,0,0,7.8958001136779785,S,Third,man,True,F,Southampton,no,True
0,2,male,39.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True
1,1,female,49.0,0,0,25.92919921875,S,First,woman,False,D,Southampton,yes,True
1,3,female,31.0,0,0,8.683300018310547,S,Third,woman,False,E,Southampton,yes,True
0,3,male,30.0,0,0,7.2291998863220215,C,Third,man,True,F,Cherbourg,no,True
0,3,female,30.0,1,1,24.149999618530273,S,Third,woman,False,F,Southampton,no,False
0,2,male,34.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True
1,2,female,31.0,1,1,26.25,S,Second,woman,False,F,Southampton,yes,False
1,1,male,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False
1,3,male,0.41999998688697815,0,1,8.51669979095459,C,Third,child,False,F,Cherbourg,yes,False
1,3,male,27.0,0,0,6.974999904632568,S,Third,man,True,E,Southampton,yes,True
0,3,male,31.0,0,0,7.775000095367432,S,Third,man,True,F,Southampton,no,True
0,1,male,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True
0,3,female,18.0,0,0,7.775000095367432,S,Third,woman,False,F,Southampton,no,True
0,2,male,39.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True
1,1,female,33.0,1,0,53.099998474121094,S,First,woman,False,E,Southampton,yes,False
0,3,male,26.0,0,0,7.887499809265137,S,Third,man,True,F,Southampton,no,True
0,3,male,39.0,0,0,24.149999618530273,S,Third,man,True,F,Southampton,no,True
0,2,male,35.0,0,0,10.5,S,Second,man,True,F,Southampton,no,True
0,3,female,6.0,4,2,31.274999618530273,S,Third,child,False,F,Southampton,no,False
0,3,male,30.5,0,0,8.050000190734863,S,Third,man,True,F,Southampton,no,True
0,1,male,38.791656494140625,0,0,0.0,S,First,man,True,B,Southampton,no,True
0,3,female,23.0,0,0,7.925000190734863,S,Third,woman,False,F,Southampton,no,True
0,2,male,31.0,1,1,37.00419998168945,C,Second,man,True,F,Cherbourg,no,False
0,3,male,43.0,0,0,6.449999809265137,S,Third,man,True,F,Southampton,no,True
0,3,male,10.0,3,2,27.899999618530273,S,Third,child,False,F,Southampton,no,False
1,1,female,52.0,1,1,93.5,S,First,woman,False,B,Southampton,yes,False
1,3,male,27.0,0,0,8.662500381469727,S,Third,man,True,E,Southampton,yes,True
0,1,male,38.0,0,0,0.0,S,First,man,True,A,Southampton,no,True
1,3,female,27.0,0,1,12.475000381469727,S,Third,woman,False,E,Southampton,yes,False
0,3,male,2.0,4,1,39.6875,S,Third,child,False,F,Southampton,no,False
0,3,male,39.270294189453125,0,0,6.949999809265137,Q,Third,man,True,F,Queenstown,no,True
0,3,male,28.17401123046875,0,0,56.49580001831055,S,Third,man,True,E,Southampton,no,True
1,2,male,1.0,0,2,37.00419998168945,C,Second,child,False,A,Cherbourg,yes,False
1,3,male,29.886932373046875,0,0,7.75,Q,Third,man,True,E,Queenstown,yes,True
1,1,female,62.0,0,0,80.0,S,First,woman,False,B,Southampton,yes,True
1,3,female,15.0,1,0,14.45419979095459,C,Third,child,False,F,Cherbourg,yes,False
1,2,male,0.8299999833106995,1,1,18.75,S,Second,child,False,F,Southampton,yes,False
0,3,male,29.861282348632812,0,0,7.2291998863220215,C,Third,man,True,F,Cherbourg,no,True
0,3,male,23.0,0,0,7.8541998863220215,S,Third,man,True,F,Southampton,no,True
0,3,male,18.0,0,0,8.300000190734863,S,Third,man,True,F,Southampton,no,True
1,1,female,39.0,1,1,83.1583023071289,C,First,woman,False,E,Cherbourg,yes,False
0,3,male,21.0,0,0,8.662500381469727,S,Third,man,True,F,Southampton,no,True
0,3,male,28.157546997070312,0,0,8.050000190734863,S,Third,man,True,F,Southampton,no,True
1,3,male,32.0,0,0,56.49580001831055,S,Third,man,True,E,Southampton,yes,True
1,1,male,43.13702392578125,0,0,29.700000762939453,C,First,man,True,C,Cherbourg,yes,True
0,3,male,20.0,0,0,7.925000190734863,S,Third,man,True,F,Southampton,no,True
0,2,male,16.0,0,0,10.5,S,Second,man,True,F,Southampton,no,True
1,1,female,30.0,0,0,31.0,C,First,woman,False,B,Cherbourg,yes,True
0,3,male,34.5,0,0,6.4375,C,Third,man,True,F,Cherbourg,no,True
0,3,male,17.0,0,0,8.662500381469727,S,Third,man,True,F,Southampton,no,True
0,3,male,42.0,0,0,7.550000190734863,S,Third,man,True,F,Southampton,no,True
0,3,male,34.84234619140625,8,2,69.55000305175781,S,Third,man,True,F,Southampton,no,False
0,3,male,35.0,0,0,7.8958001136779785,C,Third,man,True,F,Cherbourg,no,True
0,2,male,28.0,0,1,33.0,S,Second,man,True,F,Southampton,no,False
1,1,female,35.35552978515625,1,0,89.10420227050781,C,First,woman,False,C,Cherbourg,yes,False
0,3,male,4.0,4,2,31.274999618530273,S,Third,child,False,F,Southampton,no,False
0,3,male,74.0,0,0,7.775000095367432,S,Third,man,True,F,Southampton,no,True
0,3,female,9.0,1,1,15.245800018310547,C,Third,child,False,G,Cherbourg,no,False
1,1,female,16.0,0,1,39.400001525878906,S,First,woman,False,D,Southampton,yes,False
0,2,female,44.0,1,0,26.0,S,Second,woman,False,F,Southampton,no,False
1,3,female,18.0,0,1,9.350000381469727,S,Third,woman,False,G,Southampton,yes,False
1,1,female,45.0,1,1,164.86669921875,S,First,woman,False,C,Southampton,yes,False
1,1,male,51.0,0,0,26.549999237060547,S,First,man,True,E,Southampton,yes,True
1,3,female,24.0,0,3,19.25830078125,C,Third,woman,False,G,Cherbourg,yes,False
0,3,male,29.861282348632812,0,0,7.2291998863220215,C,Third,man,True,F,Cherbourg,no,True
0,3,male,41.0,2,0,14.10830020904541,S,Third,man,True,F,Southampton,no,False
0,2,male,21.0,1,0,11.5,S,Second,man,True,F,Southampton,no,False
1,1,female,48.0,0,0,25.92919921875,S,First,woman,False,D,Southampton,yes,True
0,3,female,33.07928466796875,8,2,69.55000305175781,S,Third,woman,False,F,Southampton,no,False
0,2,male,24.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True
1,2,female,42.0,0,0,13.0,S,Second,woman,False,E,Southampton,yes,True
1,2,female,27.0,1,0,13.85830020904541,C,Second,woman,False,D,Cherbourg,yes,False
0,1,male,31.0,0,0,50.49580001831055,S,First,man,True,A,Southampton,no,True
0,3,male,27.701828002929688,0,0,9.5,S,Third,man,True,F,Southampton,no,True
1,3,male,4.0,1,1,11.133299827575684,S,Third,child,False,F,Southampton,yes,False
0,3,male,26.0,0,0,7.8958001136779785,S,Third,man,True,F,Southampton,no,True
1,1,female,47.0,1,1,52.55419921875,S,First,woman,False,D,Southampton,yes,False
0,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True
0,3,male,47.0,0,0,9.0,S,Third,man,True,F,Southampton,no,True
1,2,female,28.0,1,0,24.0,C,Second,woman,False,D,Cherbourg,yes,False
1,3,female,15.0,0,0,7.224999904632568,C,Third,child,False,F,Cherbourg,yes,True
0,3,male,20.0,0,0,9.845800399780273,S,Third,man,True,F,Southampton,no,True
0,3,male,19.0,0,0,7.8958001136779785,S,Third,man,True,F,Southampton,no,True
0,3,male,28.456954956054688,0,0,7.8958001136779785,S,Third,man,True,F,Southampton,no,True
1,1,female,56.0,0,1,83.1583023071289,C,First,woman,False,C,Cherbourg,yes,False
1,2,female,25.0,0,1,26.0,S,Second,woman,False,D,Southampton,yes,False
0,3,male,33.0,0,0,7.8958001136779785,S,Third,man,True,F,Southampton,no,True
0,3,female,22.0,0,0,10.51669979095459,S,Third,woman,False,F,Southampton,no,True
0,2,male,28.0,0,0,10.5,S,Second,man,True,F,Southampton,no,True
0,3,male,25.0,0,0,7.050000190734863,S,Third,man,True,F,Southampton,no,True
0,3,female,39.0,0,5,29.125,Q,Third,woman,False,G,Queenstown,no,False
0,2,male,27.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True
1,1,female,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True
0,3,female,32.939971923828125,1,2,23.450000762939453,S,Third,woman,False,G,Southampton,no,False
1,1,male,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True
0,3,male,32.0,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True
